Other crime: England, Barking and Dagenham London Boro, Barking, Barking and Dagenham, London, Redbridge London Boro, Redbridge, Ilford South, IG118TG, Y53Q36, Abbey, On or near Cranleigh Gardens
Anti-social behaviour: England, Yorkshire and the Humber, West Yorkshire, Bradford District, Bradford East, BD2 2LQ, Y51Q32, Eccleshill, On or near Acre Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3JY, Y51Q32, Selby North, On or near The Quay
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8BX, Y51Q32, Selby South, On or near Parkin Avenue
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EE, Y51Q32, Selby South, On or near Wren Lane
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DZ, Y51Q32, Selby North, On or near Finkle Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EE, Y51Q32, Selby South, On or near Wren Lane
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DZ, Y51Q32, Selby North, On or near Finkle Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DZ, Y51Q32, Selby North, On or near Finkle Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8EB, Y51Q32, Selby South, On or near Fostergate
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EQ, Y51Q32, Selby South, On or near Church Hill
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8BX, Y51Q32, Selby South, On or near Volta Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3JY, Y51Q32, Selby North, On or near The Quay
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EE, Y51Q32, Selby South, On or near Wren Lane
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4PB, Y51Q32, Selby South, On or near The Crescent
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8DE, Y51Q32, Selby South, On or near Pagnell Avenue
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EJ, Y51Q32, Selby South, On or near Church Lane
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8BX, Y51Q32, Selby South, On or near Parkin Avenue
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4HJ, Y51Q32, Selby North, On or near Market Lane
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4HJ, Y51Q32, Selby North, On or near Market Lane
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4QB, Y51Q32, Selby North, On or near Supermarket
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4HJ, Y51Q32, Selby North, On or near Market Lane
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DZ, Y51Q32, Selby North, On or near Finkle Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4PE, Y51Q32, Selby South, On or near Park Row
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4PB, Y51Q32, Selby South, On or near The Crescent
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4QB, Y51Q32, Selby North, On or near Supermarket
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EQ, Y51Q32, Selby South, On or near Church Hill
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3JY, Y51Q32, Selby North, On or near The Quay
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8EB, Y51Q32, Selby South, On or near Kitchen Drive
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4PG, Y51Q32, Selby South, On or near New Street
Bicycle theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4YR, Y51Q32, Selby South, On or near Park Street
Bicycle theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4HJ, Y51Q32, Selby North, On or near Market Lane
Burglary: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EE, Y51Q32, Selby South, On or near Wren Lane
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DZ, Y51Q32, Selby North, On or near Finkle Street
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4QB, Y51Q32, Selby North, On or near Supermarket
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8BX, Y51Q32, Selby South, On or near Volta Street
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EE, Y51Q32, Selby South, On or near Wren Lane
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DZ, Y51Q32, Selby North, On or near Finkle Street
Criminal damage and arson: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DZ, Y51Q32, Selby North, On or near Finkle Street
Drugs: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3JY, Y51Q32, Selby North, On or near The Quay
Other theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DZ, Y51Q32, Selby North, On or near Finkle Street
Other theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8BJ, Y51Q32, Selby South, On or near Shipyard Road
Other theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4PG, Y51Q32, Selby South, On or near New Street
Other theft: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8AB, Y51Q32, Selby South, On or near Kirkland Close
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4HJ, Y51Q32, Selby North, On or near Market Lane
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4QB, Y51Q32, Selby North, On or near Supermarket
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DZ, Y51Q32, Selby North, On or near Finkle Street
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DZ, Y51Q32, Selby North, On or near Finkle Street
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4HJ, Y51Q32, Selby North, On or near Market Lane
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4PG, Y51Q32, Selby South, On or near Thornden Buildings
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DZ, Y51Q32, Selby North, On or near Finkle Street
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8BD, Y51Q32, Selby South, On or near Prospect Way
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 9TY, Y51Q32, Selby West, On or near Supermarket
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 9TY, Y51Q32, Selby West, On or near Supermarket
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 9TY, Y51Q32, Selby West, On or near Supermarket
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DZ, Y51Q32, Selby North, On or near Finkle Street
Shoplifting: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DZ, Y51Q32, Selby North, On or near Finkle Street
Vehicle crime: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8BG, Y51Q32, Selby South, On or near Vivars Way
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3JY, Y51Q32, Selby North, On or near The Quay
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3JY, Y51Q32, Selby North, On or near The Quay
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DZ, Y51Q32, Selby North, On or near Finkle Street
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8EB, Y51Q32, Selby South, On or near Fostergate
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8BH, Y51Q32, Selby South, On or near The Haven
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EE, Y51Q32, Selby South, On or near Wren Lane
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DZ, Y51Q32, Selby North, On or near Finkle Street
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 1SA, Y51Q32, Selby South, On or near Bainbridge Drive
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8DZ, Y51Q32, Selby South, On or near D'Arcy Road
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EE, Y51Q32, Selby South, On or near Wren Lane
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EQ, Y51Q32, Selby South, On or near Church Hill
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8BH, Y51Q32, Selby South, On or near The Haven
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EE, Y51Q32, Selby South, On or near Wren Lane
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3JY, Y51Q32, Selby North, On or near The Quay
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3JY, Y51Q32, Selby North, On or near The Quay
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4HJ, Y51Q32, Selby North, On or near Market Lane
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EE, Y51Q32, Selby South, On or near Wren Lane
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8BH, Y51Q32, Selby South, On or near The Haven
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3JY, Y51Q32, Selby North, On or near The Quay
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DZ, Y51Q32, Selby North, On or near Finkle Street
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4NU, Y51Q32, Selby South, On or near Back Park Street
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4DZ, Y51Q32, Selby North, On or near Finkle Street
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 4EE, Y51Q32, Selby South, On or near Wren Lane
Violence and sexual offences: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 3JY, Y51Q32, Selby North, On or near The Quay
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8DR, Y51Q32, Selby South, On or near Lowther Drive
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8RP, Y51Q32, Selby South, On or near Juniper Drive
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8RP, Y51Q32, Selby South, On or near Juniper Drive
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8BU, Y51Q32, Selby South, On or near Barwic Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8RQ, Y51Q32, Selby South, On or near Larch Road
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8NA, Y51Q32, Selby South, On or near Petrol Station
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8RP, Y51Q32, Selby South, On or near Juniper Drive
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8BU, Y51Q32, Selby South, On or near Barwic Close
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8RR, Y51Q32, Selby South, On or near Willow Gardens
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8AX, Y51Q32, Selby South, On or near Further/Higher Educational Building
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8RQ, Y51Q32, Selby South, On or near Larch Road
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8DS, Y51Q32, Selby South, On or near Eden Avenue
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8DX, Y51Q32, Selby South, On or near Cochrane Street
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8BF, Y51Q32, Selby South, On or near Chestnut Way
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8RP, Y51Q32, Selby South, On or near Juniper Drive
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8RP, Y51Q32, Selby South, On or near Juniper Drive
Anti-social behaviour: England, Yorkshire and the Humber, North Yorkshire, Selby and Ainsty, Selby District, YO8 8DS, Y51Q32, Selby South, On or near Eden Avenue
