Anti-social behaviour: England, Sir y Fflint - Flintshire, Flintshire, Wales, North West, Alyn and Deeside, Cheshire West and Chester, Cheshire, City of Chester, CH4 8SE, W00Q99, Saltney Cyffordd yr Wyddgrug, Wales, Sir y Fflint - Flintshire, Flintshire, Wales, North West, Alyn and Deeside, Cheshire West and Chester, Cheshire, City of Chester, CH4 8SE, W00Q99, Saltney Cyffordd yr Wyddgrug, On or near High Street
Other theft: England, Sir y Fflint - Flintshire, Flintshire, Wales, North West, Alyn and Deeside, Cheshire West and Chester, Cheshire, City of Chester, CH4 8SE, W00Q99, Saltney Cyffordd yr Wyddgrug, Wales, Sir y Fflint - Flintshire, Flintshire, Wales, North West, Alyn and Deeside, Cheshire West and Chester, Cheshire, City of Chester, CH4 8SE, W00Q99, Saltney Cyffordd yr Wyddgrug, On or near High Street
Anti-social behaviour: Wales, Aberconwy, Conwy - Conwy, Conwy, Wales, LL301PN, W00Q99, Tudno, On or near Queensway
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413UD, W00Q99, Diffwys a Maenofferen, On or near Further/Higher Educational Building
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413AG, W00Q99, Bowydd a Rhiw, On or near Park Square
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413LQ, W00Q99, Diffwys a Maenofferen, On or near High Street
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413LQ, W00Q99, Diffwys a Maenofferen, On or near High Street
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413DA, W00Q99, Bowydd a Rhiw, On or near Lord Street
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Conwy, Wales, LL413ES, W00Q99, Bowydd a Rhiw, On or near Newborough Street
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL414NW, W00Q99, Teigl, On or near Parking Area
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL414DB, W00Q99, Teigl, On or near Manod Road
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL414NW, W00Q99, Teigl, On or near Parking Area
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL414AU, W00Q99, Teigl, On or near Parking Area
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL414AU, W00Q99, Teigl, On or near Parking Area
Other crime: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL414LL, W00Q99, Teigl, On or near Ffordd Blaenau
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL414TD, W00Q99, Trawsfynydd, On or near Station Road
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL414RU, W00Q99, Trawsfynydd, On or near Ystryd Faen
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL414RU, W00Q99, Trawsfynydd, On or near Cefn Gwyn
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL413YU, W00Q99, Trawsfynydd, On or near Parking Area
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL519SX, W00Q99, Dolbenmaen, On or near Bro Gwgan
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL519TX, W00Q99, Dolbenmaen, On or near Sports/Recreation Area
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL519TX, W00Q99, Dolbenmaen, On or near Sports/Recreation Area
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL519SX, W00Q99, Dolbenmaen, On or near Bro Gwgan
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL519PQ, W00Q99, Llanystumdwy, On or near B4411
Other crime: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499SD, W00Q99, Dolbenmaen, On or near Hen Ffordd
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499HN, W00Q99, Porthmadog - Gorllewin, On or near Rhes Cambrian
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499LB, W00Q99, Porthmadog - Dwyrain, On or near Pensyflog
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499ED, W00Q99, Porthmadog - Dwyrain, On or near Stryd Wesla
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499DL, W00Q99, Porthmadog - Dwyrain, On or near Lon-Y-Felin
Bicycle theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499DP, W00Q99, Porthmadog - Dwyrain, On or near Back Snowdon Street
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499LP, W00Q99, Porthmadog - Gorllewin, On or near Petrol Station
Shoplifting: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499HA, W00Q99, Porthmadog - Dwyrain, On or near Bakers Lane
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499AD, W00Q99, Porthmadog - Gorllewin, On or near Smith Street
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499LE, W00Q99, Porthmadog - Dwyrain, On or near Maes Gerddi
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499NY, W00Q99, Porthmadog - Gorllewin, On or near Shopping Area
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499YF, W00Q99, Porthmadog - Gorllewin, On or near Main Road
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499BA, W00Q99, Porthmadog - Gorllewin, On or near Stryd Lombard
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499BA, W00Q99, Porthmadog - Gorllewin, On or near Parking Area
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499UP, W00Q99, Porthmadog - Gorllewin, On or near Garth Road
Burglary: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499YF, W00Q99, Porthmadog - Gorllewin, On or near Main Road
Burglary: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499TP, W00Q99, Porthmadog - Gorllewin, On or near Petrol Station
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499YF, W00Q99, Porthmadog - Gorllewin, On or near Main Road
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499BA, W00Q99, Porthmadog - Gorllewin, On or near Parking Area
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499YR, W00Q99, Porthmadog - Gorllewin, On or near Parking Area
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499TP, W00Q99, Porthmadog - Gorllewin, On or near Petrol Station
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499TR, W00Q99, Porthmadog - Gorllewin, On or near Parking Area
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499YF, W00Q99, Porthmadog - Gorllewin, On or near Main Road
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499YF, W00Q99, Porthmadog - Gorllewin, On or near Main Road
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499YF, W00Q99, Porthmadog - Gorllewin, On or near Main Road
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499BA, W00Q99, Porthmadog - Gorllewin, On or near Parking Area
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499BA, W00Q99, Porthmadog - Gorllewin, On or near Parking Area
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499YF, W00Q99, Porthmadog - Gorllewin, On or near Main Road
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499YF, W00Q99, Porthmadog - Gorllewin, On or near Main Road
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499BA, W00Q99, Porthmadog - Gorllewin, On or near Parking Area
Other crime: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499BA, W00Q99, Porthmadog - Gorllewin, On or near Stryd Lombard
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499RH, W00Q99, Porthmadog - Tremadog, On or near Dublin Lane
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL554NW, W00Q99, Porthmadog - Tremadog, On or near Parking Area
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499TG, W00Q99, Porthmadog - Tremadog, On or near Craig Madog
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL554UY, W00Q99, Porthmadog - Tremadog, On or near Parking Area
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL499TG, W00Q99, Porthmadog - Tremadog, On or near Craig Madog
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536AZ, W00Q99, Abererch, On or near Ger-Y-Bont
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536HX, W00Q99, Llanystumdwy, On or near Park/Open Space
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536HX, W00Q99, Llanystumdwy, On or near Park/Open Space
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536HX, W00Q99, Llanystumdwy, On or near Park/Open Space
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536HX, W00Q99, Llanystumdwy, On or near Park/Open Space
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL520HD, W00Q99, Cricieth, On or near Penpaled Road
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL520EB, W00Q99, Cricieth, On or near Lon Bach
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL520ER, W00Q99, Cricieth, On or near West Parade
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL520TA, W00Q99, Cricieth, On or near Parking Area
Vehicle crime: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL520EB, W00Q99, Cricieth, On or near Lon Bach
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL520BB, W00Q99, Cricieth, On or near B4411
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL520EB, W00Q99, Cricieth, On or near Lon Bach
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL520EP, W00Q99, Cricieth, On or near Queen'S Park
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL545LR, W00Q99, Llanaelhaearn, On or near Eifl Road
Drugs: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL545LR, W00Q99, Llanaelhaearn, On or near Eifl Road
Drugs: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL545LR, W00Q99, Llanaelhaearn, On or near Eifl Road
Drugs: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL545LR, W00Q99, Llanaelhaearn, On or near Eifl Road
Drugs: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL545LR, W00Q99, Llanaelhaearn, On or near Eifl Road
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536RN, W00Q99, Abererch, On or near Park/Open Space
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL520SU, W00Q99, Llanystumdwy, On or near Tanrallt
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536RD, W00Q99, Llanystumdwy, On or near Park/Open Space
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536RD, W00Q99, Llanystumdwy, On or near Park/Open Space
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL520SU, W00Q99, Llanystumdwy, On or near Tanrallt
Burglary: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536TQ, W00Q99, Llanystumdwy, On or near Lon Goed
Burglary: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL520SU, W00Q99, Llanystumdwy, On or near Tanrallt
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536SQ, W00Q99, Llanystumdwy, On or near A497
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536RD, W00Q99, Llanystumdwy, On or near Park/Open Space
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL520RY, W00Q99, Cricieth, On or near Lon Fel
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535TR, W00Q99, Efail-Newydd/Buan, On or near Lon Boduan
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535TR, W00Q99, Efail-Newydd/Buan, On or near Lon Boduan
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535TR, W00Q99, Efail-Newydd/Buan, On or near Lon Boduan
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536EJ, W00Q99, Morfa Nefyn, On or near Lon Uchaf
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536BL, W00Q99, Morfa Nefyn, On or near Petrol Station
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536AD, W00Q99, Morfa Nefyn, On or near Pen'Rorsedd
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536DA, W00Q99, Morfa Nefyn, On or near Lon Golff
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536BL, W00Q99, Morfa Nefyn, On or near Petrol Station
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536BL, W00Q99, Morfa Nefyn, On or near Petrol Station
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536BL, W00Q99, Morfa Nefyn, On or near Petrol Station
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL538YS, W00Q99, Morfa Nefyn, On or near Lon Gerddi
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536EB, W00Q99, Nefyn, On or near Rhodfar Mor
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536ET, W00Q99, Nefyn, On or near Y Groes
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536EB, W00Q99, Nefyn, On or near Rhodfar Mor
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536NB, W00Q99, Nefyn, On or near Ffordd Gwenllian
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL536DY, W00Q99, Nefyn, On or near Ffordd Cae Rhyg
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535SL, W00Q99, Pwllheli - Gogledd, On or near Stryd Moch
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535LA, W00Q99, Pwllheli - Gogledd, On or near Cefn Traeth
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535EW, W00Q99, Pwllheli - Gogledd, On or near Y Traeth
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535LA, W00Q99, Pwllheli - Gogledd, On or near Cefn Traeth
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535RN, W00Q99, Pwllheli - Gogledd, On or near Stryd Penlan
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535EG, W00Q99, Pwllheli - Gogledd, On or near Y Traeth
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535NX, W00Q99, Pwllheli - Gogledd, On or near Parking Area
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535DS, W00Q99, Pwllheli - Gogledd, On or near Stryd Kingshead
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535WY, W00Q99, Pwllheli - Gogledd, On or near Stryd Fawr
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535SH, W00Q99, Pwllheli - Gogledd, On or near Market Square
Drugs: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535SW, W00Q99, Pwllheli - Gogledd, On or near Police Station
Drugs: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535EG, W00Q99, Pwllheli - Gogledd, On or near Y Traeth
Drugs: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535EG, W00Q99, Pwllheli - Gogledd, On or near Y Traeth
Drugs: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535HG, W00Q99, Pwllheli - Gogledd, On or near Parking Area
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535LH, W00Q99, Pwllheli - Gogledd, On or near Further/Higher Educational Building
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535DA, W00Q99, Pwllheli - Gogledd, On or near Station Square
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535DE, W00Q99, Pwllheli - Gogledd, On or near New Street
Public order: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535NF, W00Q99, Pwllheli - Gogledd, On or near Glan Rhyd
Shoplifting: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535SH, W00Q99, Pwllheli - Gogledd, On or near Market Square
Shoplifting: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535SH, W00Q99, Pwllheli - Gogledd, On or near Market Square
Shoplifting: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535DE, W00Q99, Pwllheli - Gogledd, On or near New Street
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535DA, W00Q99, Pwllheli - Gogledd, On or near Station Square
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535SH, W00Q99, Pwllheli - Gogledd, On or near Market Square
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535NX, W00Q99, Pwllheli - Gogledd, On or near Parking Area
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535DA, W00Q99, Pwllheli - Gogledd, On or near Station Square
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535DU, W00Q99, Pwllheli - Gogledd, On or near Stryd-Y-Llan
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535NF, W00Q99, Pwllheli - Gogledd, On or near Penrhydlyniog
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Wales, LL535BA, W00Q99, Pwllheli - De, On or near Marinaland
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535PP, W00Q99, Pwllheli - De, On or near Bro Cymerau
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535PP, W00Q99, Pwllheli - De, On or near Talcymerau Road
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535AF, W00Q99, Pwllheli - De, On or near Stryd Potts
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535AF, W00Q99, Pwllheli - De, On or near Stryd Potts
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535AS, W00Q99, Pwllheli - De, On or near Bron-Y-De
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535BD, W00Q99, Pwllheli - De, On or near Bro Heli
Drugs: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535AF, W00Q99, Pwllheli - De, On or near Stryd Potts
Drugs: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535BD, W00Q99, Pwllheli - De, On or near Manor Avenue
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Wales, LL535BA, W00Q99, Pwllheli - De, On or near Marinaland
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Wales, LL535BA, W00Q99, Pwllheli - De, On or near Marinaland
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535AF, W00Q99, Pwllheli - De, On or near Stryd Churton
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535PD, W00Q99, Pwllheli - De, On or near Parking Area
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535BD, W00Q99, Pwllheli - De, On or near Stryd Iorwerth
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL535PP, W00Q99, Pwllheli - De, On or near Talcymerau Road
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Wales, LL535BA, W00Q99, Pwllheli - De, On or near Marinaland
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL432AZ, W00Q99, Dyffryn Ardudwy, On or near Ffordd Glan-Mor
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL432AZ, W00Q99, Dyffryn Ardudwy, On or near Ffordd Glan-Mor
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL432AP, W00Q99, Dyffryn Ardudwy, On or near A496
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL432AZ, W00Q99, Dyffryn Ardudwy, On or near Ffordd Glan-Mor
Other theft: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL442ER, W00Q99, Dyffryn Ardudwy, On or near Petrol Station
Vehicle crime: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL432AZ, W00Q99, Dyffryn Ardudwy, On or near Ffordd Glan-Mor
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL432BZ, W00Q99, Dyffryn Ardudwy, On or near Parking Area
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL432AZ, W00Q99, Dyffryn Ardudwy, On or near Ffordd Glan-Mor
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL432AZ, W00Q99, Dyffryn Ardudwy, On or near Ffordd Glan-Mor
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL442BS, W00Q99, Dyffryn Ardudwy, On or near Glanrhos
Violence and sexual offences: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL432AZ, W00Q99, Dyffryn Ardudwy, On or near Ffordd Glan-Mor
Anti-social behaviour: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL462NX, W00Q99, Harlech, On or near Glan Gors
Burglary: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL462SG, W00Q99, Harlech, On or near Pen Dref
Burglary: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL476TJ, W00Q99, Harlech, On or near Bryn Street
Criminal damage and arson: Wales, Gwynedd - Gwynedd, Dwyfor Meirionnydd, Gwynedd, Wales, LL462NX, W00Q99, Harlech, On or near Glan Gors
